score,rank,count
150,171000,171000
151,170980,20
152,170960,20
153,170940,20
154,170920,20
155,170900,20
156,170880,20
157,170860,20
158,170840,20
159,170820,20
160,170800,20
161,170780,20
162,170760,20
163,170740,20
164,170720,20
165,170700,20
166,170680,20
167,170660,20
168,170640,20
169,170620,20
170,170600,20
171,170580,20
172,170560,20
173,170540,20
174,170520,20
175,170500,20
176,170480,20
177,170460,20
178,170440,20
179,170420,20
180,170400,20
181,170380,20
182,170360,20
183,170340,20
184,170320,20
185,170300,20
186,170280,20
187,170260,20
188,170240,20
189,170220,20
190,170200,20
191,170180,20
192,170160,20
193,170140,20
194,170120,20
195,170100,20
196,170080,20
197,170060,20
198,170040,20
199,170020,20
200,170000,20
201,169980,20
202,169960,20
203,169940,20
204,169920,20
205,169900,20
206,169880,20
207,169860,20
208,169840,20
209,169820,20
210,169800,20
211,169780,20
212,169760,20
213,169740,20
214,169720,20
215,169700,20
216,169680,20
217,169660,20
218,169640,20
219,169620,20
220,169600,20
221,169580,20
222,169560,20
223,169540,20
224,169520,20
225,169500,20
226,169480,20
227,169460,20
228,169440,20
229,169420,20
230,169400,20
231,169380,20
232,169360,20
233,169340,20
234,169320,20
235,169300,20
236,169280,20
237,169260,20
238,169240,20
239,169220,20
240,169200,20
241,169180,20
242,169160,20
243,169140,20
244,169120,20
245,169100,20
246,169080,20
247,169060,20
248,169040,20
249,169020,20
250,169000,20
251,168980,20
252,168960,20
253,168940,20
254,168920,20
255,168900,20
256,168880,20
257,168860,20
258,168840,20
259,168820,20
260,168800,20
261,168780,20
262,168760,20
263,168740,20
264,168720,20
265,168700,20
266,168680,20
267,168660,20
268,168640,20
269,168620,20
270,168600,20
271,168580,20
272,168560,20
273,168540,20
274,168520,20
275,168500,20
276,168480,20
277,168460,20
278,168440,20
279,168420,20
280,168400,20
281,168380,20
282,168360,20
283,168340,20
284,168320,20
285,168300,20
286,168280,20
287,168260,20
288,168240,20
289,168220,20
290,168200,20
291,168180,20
292,168160,20
293,168140,20
294,168120,20
295,168100,20
296,168080,20
297,168060,20
298,168040,20
299,168020,20
300,168000,20
301,167975,25
302,167950,25
303,167925,25
304,167900,25
305,167875,25
306,167850,25
307,167825,25
308,167800,25
309,167775,25
310,167750,25
311,167725,25
312,167700,25
313,167675,25
314,167650,25
315,167625,25
316,167600,25
317,167575,25
318,167550,25
319,167525,25
320,167500,25
321,167450,50
322,167400,50
323,167350,50
324,167300,50
325,167250,50
326,167200,50
327,167150,50
328,167100,50
329,167050,50
330,167000,50
331,166900,100
332,166800,100
333,166700,100
334,166600,100
335,166500,100
336,166400,100
337,166300,100
338,166200,100
339,166100,100
340,166000,100
341,165900,100
342,165800,100
343,165700,100
344,165600,100
345,165500,100
346,165400,100
347,165300,100
348,165200,100
349,165100,100
350,165000,100
351,164900,100
352,164800,100
353,164700,100
354,164600,100
355,164500,100
356,164400,100
357,164300,100
358,164200,100
359,164100,100
360,164000,100
361,163800,200
362,163600,200
363,163400,200
364,163200,200
365,163000,200
366,162800,200
367,162600,200
368,162400,200
369,162200,200
370,162000,200
371,161800,200
372,161600,200
373,161400,200
374,161200,200
375,161000,200
376,160800,200
377,160600,200
378,160400,200
379,160200,200
380,160000,200
381,159800,200
382,159600,200
383,159400,200
384,159200,200
385,159000,200
386,158800,200
387,158600,200
388,158400,200
389,158200,200
390,158000,200
391,157700,300
392,157400,300
393,157100,300
394,156800,300
395,156500,300
396,156200,300
397,155900,300
398,155600,300
399,155300,300
400,155000,300
401,154600,400
402,154200,400
403,153800,400
404,153400,400
405,153000,400
406,152600,400
407,152200,400
408,151800,400
409,151400,400
410,151000,400
411,150600,400
412,150200,400
413,149800,400
414,149400,400
415,149000,400
416,148600,400
417,148200,400
418,147800,400
419,147400,400
420,147000,400
421,146500,500
422,146000,500
423,145500,500
424,145000,500
425,144500,500
426,144000,500
427,143500,500
428,143000,500
429,142500,500
430,142000,500
431,141400,600
432,140800,600
433,140200,600
434,139600,600
435,139000,600
436,138400,600
437,137800,600
438,137200,600
439,136600,600
440,136000,600
441,135300,700
442,134600,700
443,133900,700
444,133200,700
445,132500,700
446,131800,700
447,131100,700
448,130400,700
449,129700,700
450,129000,700
451,128200,800
452,127400,800
453,126600,800
454,125800,800
455,125000,800
456,124200,800
457,123400,800
458,122600,800
459,121800,800
460,121000,800
461,120200,800
462,119400,800
463,118600,800
464,117800,800
465,117000,800
466,116200,800
467,115400,800
468,114600,800
469,113800,800
470,113000,800
471,112100,900
472,111200,900
473,110300,900
474,109400,900
475,108500,900
476,107600,900
477,106700,900
478,105800,900
479,104900,900
480,104000,900
481,103150,850
482,102300,850
483,101450,850
484,100600,850
485,99750,850
486,98900,850
487,98050,850
488,97200,850
489,96350,850
490,95500,850
491,94617,883
492,93735,882
493,92853,882
494,91971,882
495,91089,882
496,90206,883
497,89324,882
498,88442,882
499,87560,882
500,86678,882
501,85801,877
502,84925,876
503,84048,877
504,83172,876
505,82295,877
506,81419,876
507,80542,877
508,79666,876
509,78789,877
510,77913,876
511,77053,860
512,76193,860
513,75333,860
514,74474,859
515,73614,860
516,72754,860
517,71895,859
518,71035,860
519,70175,860
520,69316,859
521,68447,869
522,67578,869
523,66709,869
524,65841,868
525,64972,869
526,64103,869
527,63235,868
528,62366,869
529,61497,869
530,60629,868
531,59804,825
532,58979,825
533,58154,825
534,57330,824
535,56505,825
536,55680,825
537,54856,824
538,54031,825
539,53206,825
540,52382,824
541,51586,796
542,50790,796
543,49994,796
544,49198,796
545,48402,796
546,47606,796
547,46810,796
548,46014,796
549,45218,796
550,44422,796
551,43678,744
552,42934,744
553,42190,744
554,41446,744
555,40703,743
556,39959,744
557,39215,744
558,38471,744
559,37727,744
560,36984,743
561,36305,679
562,35627,678
563,34949,678
564,34271,678
565,33593,678
566,32914,679
567,32236,678
568,31558,678
569,30880,678
570,30202,678
571,29611,591
572,29020,591
573,28429,591
574,27839,590
575,27248,591
576,26657,591
577,26067,590
578,25476,591
579,24885,591
580,24295,590
581,23754,541
582,23213,541
583,22672,541
584,22132,540
585,21591,541
586,21050,541
587,20510,540
588,19969,541
589,19428,541
590,18888,540
591,18426,462
592,17965,461
593,17503,462
594,17042,461
595,16581,461
596,16119,462
597,15658,461
598,15196,462
599,14735,461
600,14274,461
601,13886,388
602,13498,388
603,13110,388
604,12722,388
605,12334,388
606,11946,388
607,11558,388
608,11170,388
609,10782,388
610,10394,388
611,10204,190
612,10015,189
613,9825,190
614,9636,189
615,9447,189
616,9257,190
617,9068,189
618,8878,190
619,8689,189
620,8500,189
621,8200,300
622,7900,300
623,7600,300
624,7300,300
625,7000,300
626,6700,300
627,6400,300
628,6100,300
629,5800,300
630,5500,300
631,5250,250
632,5000,250
633,4750,250
634,4500,250
635,4250,250
636,4000,250
637,3750,250
638,3500,250
639,3250,250
640,3000,250
641,2873,127
642,2746,127
643,2619,127
644,2492,127
645,2365,127
646,2238,127
647,2111,127
648,1984,127
649,1857,127
650,1730,127
651,1645,85
652,1561,84
653,1476,85
654,1392,84
655,1307,85
656,1223,84
657,1138,85
658,1054,84
659,969,85
660,885,84
661,836,49
662,788,48
663,739,49
664,691,48
665,642,49
666,594,48
667,545,49
668,497,48
669,448,49
670,400,48
671,375,25
672,350,25
673,325,25
674,300,25
675,275,25
676,250,25
677,225,25
678,200,25
679,175,25
680,150,25
681,138,12
682,127,11
683,115,12
684,104,11
685,92,12
686,81,11
687,69,12
688,58,11
689,46,12
690,35,11
691,32,3
692,30,2
693,28,2
694,25,3
695,23,2
696,21,2
697,18,3
698,16,2
699,14,2
700,12,2
