score,rank,count
697-750,45,45
696,50,5
695,63,13
694,74,11
693,85,11
692,97,12
691,108,11
690,119,11
689,136,17
688,156,20
687,177,21
686,198,21
685,216,18
684,240,24
683,278,38
682,305,27
681,339,34
680,377,38
679,414,37
678,459,45
677,504,45
676,547,43
675,598,51
674,658,60
673,734,76
672,810,76
671,903,93
670,979,76
669,1063,84
668,1147,84
667,1233,86
666,1310,77
665,1396,86
664,1524,128
663,1629,105
662,1761,132
661,1891,130
660,1996,105
659,2108,112
658,2243,135
657,2377,134
656,2525,148
655,2683,158
654,2854,171
653,2984,130
652,3160,176
651,3351,191
650,3528,177
649,3705,177
648,3901,196
647,4075,174
646,4255,180
645,4475,220
644,4682,207
643,4921,239
642,5134,213
641,5367,233
640,5608,241
639,5814,206
638,6073,259
637,6305,232
636,6544,239
635,6817,273
634,7081,264
633,7357,276
632,7635,278
631,7909,274
630,8188,279
629,8494,306
628,8812,318
627,9126,314
626,9436,310
625,9731,295
624,10078,347
623,10403,325
622,10738,335
621,11064,326
620,11397,333
619,11725,328
618,12077,352
617,12411,334
616,12783,372
615,13191,408
614,13565,374
613,13934,369
612,14316,382
611,14686,370
610,15084,398
609,15469,385
608,15891,422
607,16315,424
606,16756,441
605,17131,375
604,17557,426
603,18018,461
602,18473,455
601,18891,418
600,19328,437
599,19780,452
598,20215,435
597,20672,457
596,21107,435
595,21570,463
594,22035,465
593,22527,492
592,23010,483
591,23490,480
590,23984,494
589,24431,447
588,24886,455
587,25378,492
586,25911,533
585,26407,496
584,26935,528
583,27480,545
582,27991,511
581,28532,541
580,29066,534
579,29562,496
578,30096,534
577,30633,537
576,31174,541
575,31699,525
574,32232,533
573,32794,562
572,33311,517
571,33872,561
570,34458,586
569,35020,562
568,35593,573
567,36152,559
566,36733,581
565,37310,577
564,37921,611
563,38543,622
562,39102,559
561,39712,610
560,40316,604
559,40891,575
558,41506,615
557,42153,647
556,42750,597
555,43426,676
554,44071,645
553,44681,610
552,45279,598
551,45886,607
550,46527,641
549,47191,664
548,47765,574
547,48431,666
546,49101,670
545,49736,635
544,50368,632
543,51038,670
542,51687,649
541,52275,588
540,52887,612
539,53525,638
538,54180,655
537,54816,636
536,55492,676
535,56140,648
534,56821,681
533,57499,678
532,58152,653
531,58805,653
530,59451,646
529,60122,671
528,60759,637
527,61396,637
526,62091,695
525,62798,707
524,63434,636
523,64145,711
522,64838,693
521,65483,645
520,66187,704
519,66865,678
518,67513,648
517,68196,683
516,68825,629
515,69479,654
514,70144,665
513,70821,677
512,71506,685
511,72170,664
510,72830,660
509,73535,705
508,74169,634
507,74812,643
506,75477,665
505,76153,676
