score,rank,count
669,16,16
668,16,0
667,17,1
666,18,1
665,20,2
664,20,0
662,23,0
661,25,2
659,36,4
658,37,1
656,49,5
655,60,11
654,67,7
653,77,10
652,82,5
651,88,6
650,101,13
649,112,11
648,128,16
647,148,20
646,163,15
645,174,11
644,183,9
643,196,13
642,220,24
641,240,20
640,253,13
639,273,20
638,295,22
637,324,29
636,347,23
635,377,30
633,428,32
632,459,31
631,501,42
630,538,37
629,577,39
628,608,31
627,660,52
626,697,37
625,752,55
624,803,51
623,864,61
622,922,58
621,995,73
620,1065,70
619,1150,85
618,1227,77
617,1309,82
616,1396,87
615,1497,101
614,1590,93
613,1683,93
612,1799,116
610,2021,115
609,2141,120
607,2373,122
606,2508,135
604,2769,142
603,2912,143
602,3045,133
601,3197,152
600,3367,170
599,3530,163
598,3697,167
597,3904,207
596,4075,171
595,4230,155
594,4444,214
593,4646,202
592,4866,220
591,5092,226
590,5294,202
589,5527,233
588,5769,242
587,6007,238
586,6253,246
585,6528,275
584,6769,241
583,7047,278
581,7642,309
580,7887,245
579,8206,319
578,8543,337
577,8832,289
576,9157,325
575,9502,345
574,9809,307
573,10159,350
572,10515,356
571,10886,371
570,11293,407
569,11631,338
568,11985,354
567,12409,424
566,12817,408
565,13190,373
564,13576,386
563,13992,416
562,14437,445
561,14886,449
560,15347,461
558,16286,450
557,16755,469
555,17741,462
554,18239,498
552,19215,507
551,19730,515
550,20227,497
549,20750,523
548,21307,557
547,21853,546
546,22391,538
545,22957,566
544,23540,583
543,24109,569
542,24715,606
541,25325,610
540,25921,596
539,26526,605
538,27096,570
537,27709,613
536,28323,614
535,28984,661
534,29612,628
533,30277,665
532,30901,624
531,31519,618
529,32886,677
528,33520,634
527,34184,664
526,34863,679
525,35560,697
524,36217,657
523,36933,716
522,37683,750
521,38435,752
520,39188,753
519,39881,693
518,40613,732
517,41351,738
516,42112,761
515,42845,733
514,43629,784
513,44466,837
512,45254,788
511,46037,783
510,46795,758
509,47627,832
508,48454,827
506,50080,821
505,50929,849
503,52524,816
502,53336,812
500,55042,852
499,55947,905
498,56783,836
497,57635,852
496,58535,900
495,59440,905
494,60325,885
493,61211,886
492,62061,850
491,62974,913
490,63886,912
489,64828,942
488,65735,907
487,66665,930
486,67590,925
485,68539,949
484,69434,895
483,70396,962
482,71366,970
481,72329,963
480,73282,953
479,74231,949
477,76080,919
476,77020,940
475,77990,970
474,78977,987
473,79981,1004
472,80929,948
471,81914,985
470,82935,1021
469,83978,1043
468,84970,992
467,86065,1095
466,87052,987
465,88113,1061
464,89119,1006
463,90152,1033
462,91213,1061
461,92243,1030
460,93279,1036
459,94307,1028
458,95334,1027
457,96362,1028
456,97425,1063
454,99530,1068
453,100630,1100
451,102754,1057
450,103819,1065
448,105964,1057
447,107095,1131
446,108155,1060
445,109240,1085
444,110374,1134
443,111475,1101
442,112587,1112
441,113589,1002
440,114692,1103
439,115785,1093
438,116902,1117
437,117981,1079
436,119080,1099
435,120186,1106
434,121289,1103
433,122442,1153
432,123536,1094
431,124653,1117
430,125706,1053
429,126827,1121
428,127964,1137
427,129089,1125
425,131265,1103
424,132368,1103
423,133461,1093
422,134588,1127
421,135687,1099
420,136741,1054
419,137769,1028
418,138922,1153
417,140054,1132
416,141131,1077
415,142276,1145
414,143371,1095
413,144457,1086
412,145621,1164
411,146737,1116
410,147851,1114
409,148971,1120
408,150097,1126
407,151167,1070
406,152278,1111
405,153412,1134
404,154525,1113
402,156741,1092
401,157882,1141
399,160150,1145
398,161277,1127
396,163511,1082
395,164638,1127
394,165743,1105
393,166875,1132
392,167994,1119
391,169087,1093
390,170182,1095
389,171268,1086
388,172341,1073
387,173426,1085
386,174452,1026
385,175518,1066
384,176677,1159
383,177768,1091
382,178839,1071
381,179899,1060
380,180978,1079
379,182018,1040
