score,rank,count
710,21,1
705,22,1
700,31,9
699,34,3
698,43,9
697,48,5
696,60,12
695,76,16
694,85,5
693,106,21
692,127,21
691,142,15
690,159,17
689,186,27
688,205,19
687,234,29
686,265,31
685,308,43
684,355,47
683,385,30
682,422,37
681,468,46
680,526,58
677,686,53
676,734,48
675,813,79
674,881,68
673,965,84
672,1053,88
671,1130,77
670,1201,71
669,1295,94
668,1394,99
667,1500,106
666,1607,107
665,1719,112
664,1838,119
663,1965,127
662,2097,132
661,2240,143
660,2376,136
659,2540,164
658,2709,169
657,2868,159
656,3052,184
655,3217,165
654,3403,186
653,3615,212
652,3829,214
651,4001,172
649,4441,223
647,4887,212
646,5134,247
644,5655,271
643,5907,252
642,6166,259
639,7008,284
638,7303,295
637,7594,291
636,7896,302
635,8230,334
634,8535,305
633,8873,338
632,9186,313
631,9514,328
630,9848,334
629,10186,338
628,10551,365
627,10894,343
626,11286,392
625,11653,367
624,11994,341
623,12365,371
622,12805,440
621,13225,420
620,13647,422
619,14079,432
617,14972,454
615,15873,460
614,16314,441
613,16782,468
611,17701,460
609,18735,521
608,19268,533
606,20256,500
605,20791,535
604,21359,568
601,23039,552
600,23608,569
599,24197,589
598,24759,562
597,25370,611
596,25964,594
595,26597,633
594,27263,666
593,27925,662
592,28553,628
591,29231,678
590,29895,664
589,30544,649
588,31239,695
587,31944,705
586,32649,705
585,33321,672
584,33955,634
583,34660,705
582,35364,704
581,36041,677
580,36761,720
579,37515,754
578,38278,763
577,38985,707
576,39725,740
575,40443,718
574,41187,744
573,41940,753
572,42703,763
571,43465,762
570,44266,801
569,45032,766
568,45880,848
567,46670,790
566,47464,794
565,48234,770
564,49109,875
563,49959,850
562,50771,812
561,51599,828
560,52419,820
559,53275,856
558,54154,879
557,55029,875
556,55865,836
553,58432,933
552,59302,870
551,60178,876
550,61063,885
549,61910,847
548,62815,905
547,63660,845
546,64507,847
545,65332,825
544,66148,816
543,67034,886
542,67894,860
541,68785,891
540,69668,883
539,70594,926
538,71499,905
537,72394,895
536,73310,916
535,74187,877
534,75085,898
533,75957,872
532,76841,884
531,77718,877
530,78617,899
529,79534,917
528,80377,843
527,81274,897
526,82169,895
524,83879,868
523,84756,877
522,85625,869
520,87400,903
519,88248,848
518,89182,934
517,90070,888
516,90894,824
515,91723,829
514,92578,855
510,95947,814
509,96769,822
508,97651,882
507,98497,846
506,99341,844
505,100174,833
504,101010,836
503,101848,838
502,102706,858
501,103555,849
500,104387,832
499,105206,819
498,106017,811
497,106865,848
496,107676,811
495,108532,856
494,109358,826
493,110161,803
492,110964,803
491,111822,858
490,112671,849
489,113455,784
487,115055,803
486,115827,772
485,116578,751
484,117381,803
483,118227,846
482,119016,789
481,119849,833
480,120616,767
478,122182,784
477,122950,768
476,123707,757
475,124522,815
474,125307,785
473,126059,752
472,126829,770
469,129189,829
468,129947,758
467,130712,765
466,131500,788
465,132242,742
464,132942,700
463,133678,736
462,134380,702
461,135122,742
460,135849,727
459,136599,750
458,137333,734
457,138042,709
456,138818,776
455,139558,740
454,140317,759
453,141054,737
452,141725,671
451,142509,784
450,143198,689
449,143886,688
448,144561,675
447,145304,743
446,146007,703
445,146735,728
444,147488,753
443,148193,705
442,148872,679
441,149536,664
440,150238,702
439,150924,686
438,151606,682
437,152257,651
436,152884,627
434,154228,674
433,154915,687
432,155583,668
431,156245,662
430,156913,668
429,157600,687
427,158945,680
426,159570,625
425,160212,642
424,160861,649
423,161514,653
422,162145,631
421,162774,629
420,163427,653
419,164026,599
418,164647,621
417,165285,638
416,165969,684
415,166590,621
414,167193,603
413,167813,620
412,168412,599
411,169023,611
410,169629,606
409,170243,614
408,170833,590
407,171458,625
406,172023,565
405,172625,602
404,173224,599
403,173799,575
402,174314,515
401,174896,582
400,175467,571
399,176008,541
398,176555,547
397,177136,581
396,177709,573
394,178731,500
392,179829,542
391,180341,512
390,180857,516
389,181365,508
388,181875,510
387,182437,562
385,183512,540
384,184033,521
383,184560,527
382,185107,547
381,185664,557
380,186176,512
